"","Date","Text","bing_score","nrc_score","afin_score"
"540","2017-05-04","if victorious republicans will be having a big press conference at the beautiful rose garden of the white house immediately after vote ",1,1,1
"543","2017-05-04","susan rice the former national security advisor to president obama is refusing to testify before a senate subcommittee next week on ",-1,1,-1
"545","2017-05-04","death spiral aetna will exit obamacare markets in va in citing expected losses on indv plans this year  t co ynzditf r",-1,-1,-1
"546","2017-05-05","an honor to welcome pm of australia turnbullmalcolm to america amp join him in marking the th anniversary of the  t co fomuec eae",1,1,1
"547","2017-05-05","rather than causing a big disruption in n y c i will be working out of my home in bedminster n j this weekend also saves country money ",-1,1,-1
"548","2017-05-05","why is it that the fake news rarely reports ocare is on its last legs and that insurance companies are fleeing for their lives it s dead ",-1,-1,-1
"549","2017-05-05","wowthe fake news media did everything in its power to make the republican healthcare victory look as bad as possible far better than ocare ",-1,-1,-1
"552","2017-05-05","big win in the house very exciting but when everything comes together with the inclusion of phase we will have truly great healthcare ",1,1,1
"556","2017-05-06","the reason i am staying in bedminster n j a beautiful community is that staying in nyc is much more expensive and disruptive meetings ",-1,1,1
"558","2017-05-07","rt foxnews potus i m not against the media i m against the fake media cashinin  t co f mbij ivl",-1,-1,-1
"559","2017-05-07","rt brunelldonald i thought about jobs that went overseas failing schools open borders not my skin color when i voted realdonaldtrump i ",-1,-1,-1
"560","2017-05-07","republican senators will not let the american people down obamacare premiums and deductibles are way up it was a lie and it is dead ",-1,-1,-1
"561","2017-05-07","congratulations to emmanuel macron on his big win today as the next president of france i look very much forward to working with him ",1,1,1
"563","2017-05-08","honored to welcome georgia prime minister giorgi kvirikashvili to the whitehouse today with vp mike pence  t co ohxxgtntwb",1,1,1
"566","2017-05-08","the russia trump collusion story is a total hoax when will this taxpayer funded charade end ",-1,-1,-1
"569","2017-05-08","sally yates made the fake media extremely unhappy today she said nothing but old news ",-1,-1,-1
"574","2017-05-09","it was an honor to welcome the teachers of the year to the wh last month today we honor and thank all teachers  t co saujfizcwr",1,1,1
"575","2017-05-10","watching senator richard blumenthal speak of comey is a joke richie devised one of the greatest military frauds in u s history for ",-1,-1,1
"577","2017-05-10","the democrats have said some of the worst things about james comey including the fact that he should be fired but now they play so sad ",-1,1,-1
"578","2017-05-10","the roger stone report on cnn is false fake news have not spoken to roger in a long time had nothing to do with my decision ",-1,-1,-1
"579","2017-05-10","dems have been complaining for months amp months about dir comey now that he has been fired they pretend to be aggrieved phony hypocrites ",-1,-1,-1
"580","2017-05-10","comey lost the confidence of almost everyone in washington republican and democrat alike when things calm down they will be thanking me ",1,1,1
"582","2017-05-10","years as a pol in connecticut blumenthal would talk of his great bravery and conquests in vietnam except he was never there when ",1,1,1
"584","2017-05-10","james comey will be replaced by someone who will do a far better job bringing back the spirit and prestige of the fbi ",1,1,1
"585","2017-05-10","the democrats should be ashamed this is a disgrace draintheswamp  t co ufbkeecm v",-1,-1,-1
"586","2017-05-10","rt drudge report scandals on director s watch  t co dngy wtbp",-1,1,-1
"590","2017-05-11"," presidential executive order on strengthening the cybersecurity of federal networks and critical infrastructure  t co kqdbvxpekk",-1,1,1
"591","2017-05-11","russia must be laughing up their sleeves watching as the u s tears itself apart over a democrat excuse for losing the election ",-1,-1,-1
"592","2017-05-12","when james clapper himself and virtually everyone else with knowledge of the witch hunt says there is no collusion when does it end ",-1,-1,-1
"593","2017-05-12","james comey better hope that there are no tapes of our conversations before he starts leaking to the press ",-1,1,1
"594","2017-05-12","again the story that there was collusion between the russians amp trump campaign was fabricated by dems as an excuse for losing the election ",-1,-1,-1
"597","2017-05-12","today flotus hosted a military mother s day event in the east room of the wh it was an honor to stop by say hel  t co wnvb pyoef",1,1,1
"598","2017-05-12","as a very active president with lots of things happening it is not possible for my surrogates to stand at podium with perfect accuracy ",1,1,1
"600","2017-05-12","today i welcomed the victory christian center school good luck the team america rocketry challenge tarc watch  t co wfrrsk wuo",1,1,1
"603","2017-05-13","will be interviewed by judgejeanine on foxnews at p m saturday night enjoy ",1,1,1
"605","2017-05-14","wishing flotus melania and all of the great mothers out there a wonderful day ahead with family and friends happy mothersday",1,1,1
"606","2017-05-15","today i delivered remarks at the th annual national peace officers memorial service nationalpoliceweekwatch  t co eiovdctqb",1,1,1
"608","2017-05-16","it was a great honor to welcome the president of turkey recep tayyip erdo an to the whitehouse today  t co bwjocgnnv",1,1,1
"609","2017-05-16"," to terrorism and airline flight safety humanitarian reasons plus i want russia to greatly step up their fight against isis amp terrorism ",-1,-1,1
"611","2017-05-16","as president i wanted to share with russia at an openly scheduled w h meeting which i have the absolute right to do facts pertaining ",1,1,1
"613","2017-05-17","it was my great honor to deliver the cgacommencement at the uscgacademy congratulations to the class of  t co ehqanqxisy",1,1,1
"615","2017-05-18","a great honor to welcome president juan manuel santos of colombia to the white house today joint press conf  t co uwfiqedsay",1,1,1
"616","2017-05-18","with all of the illegal acts that took place in the clinton campaign amp obama administration there was never a special counsel appointed ",-1,1,-1
"618","2017-05-19","getting ready for my big foreign trip will be strongly protecting american interests that s what i like to do ",1,1,1
"621","2017-05-20","thank you to the brave servicemen amp women who have served and continue to serve the united states our true heroes  t co ztv f xm",1,1,1
"623","2017-05-21","rt flotus i had a wonderful time with the students at the american international school riyadh today saudiaarabia  t co avzvv w ",1,1,1
"629","2017-05-23","thank you for such a wonderful and unforgettable visit prime minister netanyahu and presidentruvi ",1,1,1
"630","2017-05-23","all civilized nations must join together to protect human life and the sacred right of our citizens to live in safety and in peace ",1,1,1
"631","2017-05-23","we stand in absolute solidarity with the people of the united kingdom  t co x fuuxxyxe",1,1,1
"632","2017-05-24","honor of a lifetime to meet his holiness pope francis i leave the vatican more determined than ever to pursue peac  t co jhe sroaxd",1,1,1
"634","2017-05-25","rt flotus thank u to queen fabiola university hospital enjoyed creating paper flowers with amazing patients amp getting a tour brussels ",1,1,1
"636","2017-05-25","thank you for your support together we will make america safe and great again potusabroad usa  t co vcwr gka",1,1,1
"638","2017-05-26","terrorists are engaged in a war against civilization it is up to all who value life to confront amp defeat this evil  t co haeuvcif i",-1,-1,-1
"639","2017-05-26","just arrived in italy for the g trip has been very successful we made and saved the usa many billions of dollars and millions of jobs ",1,1,1
